gd_discipline;gd_discipline_lib;discipline;discipline_lib;sect_disciplinaire;sect_disciplinaire_lib;serie_bac;serie_bac_lib;age_au_bac;age_au_bac_lib;sexe;sexe_lib;mention_bac;mention_bac_lib;cohorte_passage;effectif_neobacheliers_passage;passage_en_l2_1_an;p_passage_en_l2_1_an;redoublement_en_l1;p_redoublement_en_l1;passage_en_l2_2_ans;p_passage_en_l2_2_ans;passage_en_l2_1_2_ans;p_passage_en_l2_1_2_ans;reorientation_en_dut_1_an;p_reorientation_en_dut_1_an;reorientation_en_dut_2_ans;p_reorientation_en_dut_2_ans;reorientation_en_dut;p_reorientation_en_dut;cohorte_reussite;effectif_neobacheliers_reussite;reussite_3_ans;p_reussite_3_ans;reussite_4_ans;p_reussite_4_ans;reussite_3_4_ans;p_reussite_3_4_ans
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;39;Sciences de gestion;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;6.0;3.0;;2.0;;1.0;;4.0;;0.0;;1.0;;1.0;;2012;8.0;6.0;;1.0;;7.0;
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;40;Administration économique et sociale;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;36.0;18.0;50.0;5.0;13.88;3.0;8.33;21.0;58.33;3.0;8.33;0.0;0.0;3.0;8.33;2012;37.0;19.0;51.35;3.0;8.1;22.0;59.45
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;40;Administration économique et sociale;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;318.0;247.0;77.67;29.0;9.11;27.0;8.49;274.0;86.16;8.0;2.51;1.0;0.31;9.0;2.83;2012;187.0;136.0;72.72;22.0;11.76;158.0;84.49
DSA;Droit, gestion, économie, AES;3;Administration économique et sociale;40;Administration économique et sociale;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;455.0;89.0;19.56;130.0;28.57;57.0;12.52;146.0;32.08;17.0;3.73;3.0;0.65;20.0;4.39;2012;218.0;39.0;17.88;29.0;13.3;68.0;31.19
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;3.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;5.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;5.0;2.0;;1.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;7.0;4.0;;1.0;;5.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;12.0;0.0;;6.0;;2.0;;2.0;;0.0;;0.0;;0.0;;2012;23.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;17;Sciences du langage, linguistique;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;18;Langues et littératures anciennes;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;;;;;;;;;;;;;;;;2012;2.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;19;Langues et littératures françaises;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;7.0;1.0;;3.0;;2.0;;3.0;;0.0;;0.0;;0.0;;2012;5.0;0.0;;0.0;;0.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;19;Langues et littératures françaises;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;4.0;1.0;;1.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;3.0;3.0;;0.0;;3.0;
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;21;Arts;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;208.0;64.0;30.76;54.0;25.96;18.0;8.65;82.0;39.42;2.0;0.96;2.0;0.96;4.0;1.92;2012;194.0;21.0;10.82;31.0;15.97;52.0;26.8
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;96.0;12.0;12.5;29.0;30.2;7.0;7.29;19.0;19.79;0.0;0.0;0.0;0.0;0.0;0.0;2012;52.0;7.0;13.46;0.0;0.0;7.0;13.46
LLSH;Lettres, langues et sciences humaines;5;Langues;24;Langues étrangères appliquées;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;525.0;400.0;76.19;74.0;14.09;55.0;10.47;455.0;86.66;4.0;0.76;2.0;0.38;6.0;1.1400000000000001;2012;375.0;242.0;64.53;50.0;13.33;292.0;77.86
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;;;;;;;;;;;;;;;;2012;3.0;1.0;;0.0;;1.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;65;Pluridisciplinaire langues;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;4.0;0.0;;0.0;;0.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;2;BAC ES;R1;En retard d'un an;1;Homme;C;Assez bien;2014;76.0;37.0;48.68;21.0;27.63;13.0;17.1;50.0;65.78;4.0;5.26;2.0;2.63;6.0;7.89;2012;93.0;33.0;35.48;15.0;16.12;48.0;51.61
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;2;BAC ES;R2;En retard de plus d'un an;2;Femme;C;Assez bien;2014;2.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;1.0;0.0;;1.0;;1.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;3;BAC S;R2;En retard de plus d'un an;2;Femme;D;Passable premier groupe;2014;11.0;4.0;;4.0;;1.0;;5.0;;1.0;;0.0;;1.0;;2012;29.0;9.0;;7.0;;16.0;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;4;BAC STMG;R1;En retard d'un an;1;Homme;A;Très bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;5;BAC technologique hors STMG;R0;A l'heure ou en avance;2;Femme;C;Assez bien;2014;88.0;34.0;38.63;24.0;27.27;15.0;17.04;49.0;55.68;0.0;0.0;0.0;0.0;0.0;0.0;2012;33.0;12.0;36.36;4.0;12.12;16.0;48.48
STAPS;STAPS;10;STAPS;Ensemble;Ensemble;5;BAC technologique hors STMG;R1;En retard d'un an;2;Femme;A;Très bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;;;;;;;;;;;;;;;;2012;113.0;37.0;32.74;2.0;1.76;39.0;34.51
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;69;Pluridisciplinaire sciences de la vie, de la santé, de la terre et de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;1779.0;683.0;38.39;544.0;30.57;227.0;12.75;910.0;51.15;43.0;2.41;9.0;0.5;52.0;2.92;2012;1156.0;375.0;32.43;182.0;15.74;557.0;48.18
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;503.0;220.0;43.73;164.0;32.6;78.0;15.5;298.0;59.24;10.0;1.98;5.0;0.99;15.0;2.98;2012;446.0;103.0;23.09;71.0;15.91;174.0;39.01
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;16;Technologie et sciences industrielles;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;721.0;340.0;47.15;163.0;22.6;78.0;10.81;418.0;57.97;20.0;2.77;6.0;0.8300000000000001;26.0;3.6;2012;106.0;27.0;25.47;13.0;12.26;40.0;37.73
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;41;Formation générale aux métiers de l'ingénieur;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;2014;643.0;263.0;40.9;152.0;23.63;78.0;12.13;341.0;53.03;33.0;5.13;4.0;0.62;37.0;5.75;2012;116.0;30.0;25.86;19.0;16.37;49.0;42.24
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;75.0;44.0;58.66;16.0;21.33;5.0;6.66;49.0;65.33;0.0;0.0;1.0;1.33;1.0;1.33;2012;986.0;345.0;34.98;186.0;18.86;531.0;53.85
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;38;Sciences économiques;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;835.0;203.0;24.31;338.0;40.47;144.0;17.24;347.0;41.55;29.0;3.47;6.0;0.71;35.0;4.19;2012;1097.0;174.0;15.86;163.0;14.85;337.0;30.72
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;19;Langues et littératures françaises;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;425.0;85.0;20.0;183.0;43.05;52.0;12.23;137.0;32.23;1.0;0.23;1.0;0.23;2.0;0.47000000000000003;2012;485.0;65.0;13.4;56.0;11.54;121.0;24.94
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;21;Arts;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;859.0;224.0;26.07;292.0;33.99;105.0;12.22;329.0;38.3;3.0;0.34;4.0;0.46;7.0;0.81;2012;1056.0;170.0;16.09;109.0;10.32;279.0;26.42
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;4267.0;1113.0;26.08;1536.0;35.99;580.0;13.59;1693.0;39.67;55.0;1.28;10.0;0.23;65.0;1.52;2012;3955.0;641.0;16.2;490.0;12.38;1131.0;28.59
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;1354.0;183.0;13.51;599.0;44.23;171.0;12.62;354.0;26.14;7.0;0.51;6.0;0.44;13.0;0.96;2012;1426.0;116.0;8.13;104.0;7.29;220.0;15.42
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;286.0;60.0;20.97;78.0;27.27;19.0;6.64;79.0;27.62;1.0;0.34;0.0;0.0;1.0;0.34;2012;284.0;28.0;9.85;21.0;7.39;49.0;17.25
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;22.0;17.0;;0.0;;17.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;5;Sciences de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;79.0;50.0;63.29;21.0;26.58;17.0;21.51;67.0;84.81;0.0;0.0;0.0;0.0;0.0;0.0;2012;273.0;126.0;46.15;46.0;16.84;172.0;63.0
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;31.0;11.0;35.48;10.0;32.25;3.0;9.67;14.0;45.16;1.0;3.22;0.0;0.0;1.0;3.22;2012;25.0;2.0;;1.0;;3.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;3;Chimie;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;37.0;29.0;78.37;3.0;8.1;2.0;5.4;31.0;83.78;0.0;0.0;1.0;2.7;1.0;2.7;2012;10.0;4.0;;3.0;;7.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;4;Mathématiques appliquées et sciences sociales;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;62.0;56.0;90.32;3.0;4.83;3.0;4.83;59.0;95.16;0.0;0.0;0.0;0.0;0.0;0.0;2012;37.0;29.0;78.37;1.0;2.7;30.0;81.08
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;43;Physique et chimie;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;174.0;131.0;75.28;19.0;10.91;16.0;9.19;147.0;84.48;1.0;0.5700000000000001;4.0;2.29;5.0;2.87;2012;162.0;67.0;41.35;17.0;10.49;84.0;51.85
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;25.0;11.0;;7.0;;4.0;;15.0;;0.0;;0.0;;0.0;;2012;88.0;14.0;15.9;11.0;12.5;25.0;28.4
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;Ensemble;Ensemble;2014;17.0;14.0;;1.0;;0.0;;14.0;;0.0;;0.0;;0.0;;2012;16.0;10.0;;3.0;;13.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;11;Mécanique, génie mécanique;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;Ensemble;Ensemble;2014;7.0;3.0;;2.0;;2.0;;5.0;;0.0;;0.0;;0.0;;2012;8.0;0.0;;3.0;;3.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;13;Génie des procédés;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;Ensemble;Ensemble;2014;;;;;;;;;;;;;;;;2012;62.0;7.0;11.29;8.0;12.9;15.0;24.19
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;36;Sciences juridiques;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;1420.0;81.0;5.7;733.0;51.61;158.0;11.12;239.0;16.83;23.0;1.6099999999999999;9.0;0.63;32.0;2.25;2012;1434.0;45.0;3.13;113.0;7.88;158.0;11.01
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;37;Sciences politiques;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;D;Passable premier groupe;2014;111.0;46.0;41.44;48.0;43.24;22.0;19.81;68.0;61.26;0.0;0.0;0.0;0.0;0.0;0.0;2012;92.0;23.0;25.0;13.0;14.13;36.0;39.13
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;37;Sciences politiques;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;32.0;4.0;12.5;17.0;53.12;6.0;18.75;10.0;31.25;0.0;0.0;0.0;0.0;0.0;0.0;2012;31.0;3.0;9.67;6.0;19.35;9.0;29.03
DSA;Droit, gestion, économie, AES;1;Droit, sciences politiques;61;Pluridisciplinaire droit, sciences politiques;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;A;Très bien;2014;3.0;3.0;;0.0;;0.0;;3.0;;0.0;;0.0;;0.0;;2012;23.0;17.0;;1.0;;18.0;
DSA;Droit, gestion, économie, AES;2;Sciences économiques, gestion;62;Pluridisciplinaire sciences économiques et gestion;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;991.0;108.0;10.89;422.0;42.58;113.0;11.4;221.0;22.3;25.0;2.52;9.0;0.9;34.0;3.43;2012;999.0;58.0;5.8;81.0;8.1;139.0;13.91
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;19;Langues et littératures françaises;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;B;Bien;2014;90.0;62.0;68.88;12.0;13.33;6.0;6.66;68.0;75.55;1.0;1.11;0.0;0.0;1.0;1.11;2012;65.0;35.0;53.84;4.0;6.15;39.0;60.0
LLSH;Lettres, langues et sciences humaines;4;Lettres, sciences du langage, arts;64;Pluridisciplinaire lettres, sciences du langage, arts;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;C;Assez bien;2014;13.0;5.0;;4.0;;3.0;;8.0;;0.0;;0.0;;0.0;;2012;24.0;6.0;;4.0;;10.0;
LLSH;Lettres, langues et sciences humaines;5;Langues;23;Langues et littératures étrangères;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;2759.0;1389.0;50.34;663.0;24.03;348.0;12.61;1737.0;62.95;35.0;1.26;10.0;0.36;45.0;1.63;2012;2047.0;857.0;41.86;282.0;13.77;1139.0;55.64
LLSH;Lettres, langues et sciences humaines;5;Langues;25;Cultures et langues régionales;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;15.0;12.0;;0.0;;12.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;A;Très bien;2014;415.0;335.0;80.72;32.0;7.71;25.0;6.02;360.0;86.74;3.0;0.72;0.0;0.0;3.0;0.72;2012;178.0;122.0;68.53;15.0;8.42;137.0;76.96
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;P;Passable deuxième groupe;2014;418.0;92.0;22.0;155.0;37.08;63.0;15.07;155.0;37.08;2.0;0.47000000000000003;0.0;0.0;2.0;0.47000000000000003;2012;411.0;47.0;11.43;49.0;11.92;96.0;23.35
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;P;Passable deuxième groupe;2014;3.0;1.0;;1.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;P;Passable deuxième groupe;2014;26.0;5.0;;11.0;;6.0;;11.0;;0.0;;0.0;;0.0;;2012;19.0;0.0;;4.0;;4.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;34;Sciences de l'éducation;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;A;Très bien;2014;18.0;16.0;;1.0;;1.0;;17.0;;0.0;;0.0;;0.0;;2012;3.0;2.0;;1.0;;3.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;66;Pluridisciplinaire sciences humaines et sociales;Ensemble;Ensemble;Ensemble;Ensemble;2;Femme;B;Bien;2014;169.0;132.0;78.1;15.0;8.87;11.0;6.5;143.0;84.61;2.0;1.18;2.0;1.18;4.0;2.36;2012;299.0;189.0;63.21;35.0;11.7;224.0;74.91
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;5;Sciences de l'univers;Ensemble;Ensemble;Ensemble;Ensemble;1;Homme;P;Passable deuxième groupe;2014;25.0;6.0;;13.0;;5.0;;11.0;;1.0;;1.0;;2.0;;2012;79.0;8.0;10.12;9.0;11.39;17.0;21.51
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;26;Philosophie, épistémologie;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;3.0;3.0;;0.0;;0.0;;3.0;;0.0;;0.0;;0.0;;2012;2.0;2.0;;0.0;;2.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;26;Philosophie, épistémologie;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;26;Philosophie, épistémologie;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;42.0;0.0;0.0;11.0;26.19;1.0;2.38;1.0;2.38;0.0;0.0;0.0;0.0;0.0;0.0;2012;34.0;0.0;0.0;0.0;0.0;0.0;0.0
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;30.0;15.0;50.0;6.0;20.0;4.0;13.33;19.0;63.33;1.0;3.33;0.0;0.0;1.0;3.33;2012;23.0;2.0;;4.0;;6.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;306.0;202.0;66.01;47.0;15.35;31.0;10.13;233.0;76.14;9.0;2.94;2.0;0.65;11.0;3.59;2012;226.0;130.0;57.52;29.0;12.83;159.0;70.35
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;27;Histoire;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;194.0;21.0;10.82;73.0;37.62;23.0;11.85;44.0;22.68;0.0;0.0;1.0;0.51;1.0;0.51;2012;99.0;14.0;14.14;11.0;11.11;25.0;25.25
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;28;Géographie;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;2.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;38.0;12.0;31.57;9.0;23.68;21.0;55.26
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;28;Géographie;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;;;;;;;;;;;;;;;;2012;8.0;3.0;;0.0;;3.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;28;Géographie;6;BAC professionnel;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;17.0;0.0;;7.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;85.0;0.0;0.0;1.0;1.17;1.0;1.17
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;2.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;5.0;2.0;;1.0;;3.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;2.0;2.0;;0.0;;0.0;;2.0;;0.0;;0.0;;0.0;;2012;2.0;2.0;;0.0;;2.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;29;Aménagement;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;1.0;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;24.0;13.0;;6.0;;5.0;;18.0;;0.0;;0.0;;0.0;;2012;20.0;10.0;;2.0;;12.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;32;Psychologie;3;BAC S;Ensemble;Ensemble;Ensemble;Ensemble;Q;Inconnue;2014;43.0;28.0;65.11;4.0;9.3;2.0;4.65;30.0;69.76;0.0;0.0;0.0;0.0;0.0;0.0;2012;30.0;9.0;30.0;2.0;6.66;11.0;36.66
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;32;Psychologie;5;BAC technologique hors STMG;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;9.0;4.0;;1.0;;1.0;;5.0;;0.0;;0.0;;0.0;;2012;6.0;4.0;;1.0;;5.0;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;33;Sociologie, démographie;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;C;Assez bien;2014;377.0;246.0;65.25;46.0;12.2;29.0;7.69;275.0;72.94;15.0;3.9699999999999998;1.0;0.26;16.0;4.24;2012;305.0;168.0;55.08;26.0;8.52;194.0;63.6
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;33;Sociologie, démographie;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;D;Passable premier groupe;2014;211.0;33.0;15.63;57.0;27.01;17.0;8.05;50.0;23.69;6.0;2.84;0.0;0.0;6.0;2.84;2012;202.0;24.0;11.88;17.0;8.41;41.0;20.29
LLSH;Lettres, langues et sciences humaines;32;Pluridisciplinaire lettres, langues, sciences humaines;67;Pluridisciplinaire lettres, langues, sciences humaines;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;P;Passable deuxième groupe;2014;;;;;;;;;;;;;;;;2012;4.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;9;Sciences de la vie, de la terre et de l'univers;6;Sciences de la vie;4;BAC STMG;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;1.0;0.0;;1.0;;0.0;;0.0;;0.0;;0.0;;0.0;;2012;1.0;1.0;;0.0;;1.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;1;Mathématiques;2;BAC ES;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;3.0;1.0;;2.0;;2.0;;3.0;;0.0;;0.0;;0.0;;2012;2.0;2.0;;0.0;;2.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;A;Très bien;2014;;;;;;;;;;;;;;;;2012;1.0;0.0;;0.0;;0.0;
SI;Sciences et sciences de l'ingénieur;15;Sciences fondamentales et applications;2;Physique;1;BAC L;Ensemble;Ensemble;Ensemble;Ensemble;B;Bien;2014;1.0;1.0;;0.0;;0.0;;1.0;;0.0;;0.0;;0.0;;2012;;;;;;;
LLSH;Lettres, langues et sciences humaines;6;Sciences humaines et sociales;30;Archéologie, ethnologie, préhistoire;Ensemble;Ensemble;R2;En retard de plus d'un an;1;Homme;C;Assez bien;2014;;;;;;;;;;;;;;;;2012;1.0;1.0;;0.0;;1.0;
